company_name,website,location,industry,employee_count,vertical,score,qualified,summary,has_hiring,has_funding,has_social,hiring_role_count,hiring_recency_days,funding_round,funding_amount,funding_recency_days,signal_count,signal_sources,signal_types,contact_name,contact_role,email,linkedin_url,latest_signal_date,latest_signal_source,latest_signal_url,latest_signal_snippet,all_signal_urls,created_at
Vintronics Consulting,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (32d ago),Yes,No,No,1,32,,,,1,naukri,hiring_post,,,,,2026-04-29,naukri,https://www.naukri.com/job-listings-backend-developer-vintronics-consulting-bengaluru-3-to-9-years-290426505941,Backend Developer,https://www.naukri.com/job-listings-backend-developer-vintronics-consulting-bengaluru-3-to-9-years-290426505941,2026-05-31T14:55:17.757307+00:00
Dailyhunt,,Bengaluru(HSR Layout),,,recruitment,0,No,Hiring 1 role(s) (27d ago),Yes,No,No,1,27,,,,1,naukri,hiring_post,,,,,2026-05-03,naukri,https://www.naukri.com/job-listings-backend-developer-dailyhunt-bengaluru-3-to-6-years-030526004278,Backend Developer,https://www.naukri.com/job-listings-backend-developer-dailyhunt-bengaluru-3-to-6-years-030526004278,2026-05-31T14:55:17.757332+00:00
Wolftain Agency,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (1951d ago),Yes,No,No,1,1951,,,,1,naukri,hiring_post,,,,,2021-01-25,naukri,https://www.naukri.com/job-listings-backend-developer-wolftain-agency-bengaluru-2-to-3-years-250121501224,Backend Developer,https://www.naukri.com/job-listings-backend-developer-wolftain-agency-bengaluru-2-to-3-years-250121501224,2026-05-31T14:55:17.757358+00:00
Scimplify,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (286d ago),Yes,No,No,1,286,,,,1,naukri,hiring_post,,,,,2025-08-18,naukri,https://www.naukri.com/job-listings-backend-developer-fastapi-scimplify-bengaluru-3-to-8-years-180825503016,Backend Developer FastAPI,https://www.naukri.com/job-listings-backend-developer-fastapi-scimplify-bengaluru-3-to-8-years-180825503016,2026-05-31T14:55:17.757384+00:00
The Energy Company,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (305d ago),Yes,No,No,1,305,,,,1,naukri,hiring_post,,,,,2025-07-30,naukri,https://www.naukri.com/job-listings-backend-developer-the-energy-company-bengaluru-2-to-7-years-300725502916,Backend Developer,https://www.naukri.com/job-listings-backend-developer-the-energy-company-bengaluru-2-to-7-years-300725502916,2026-05-31T14:55:17.757413+00:00
Healthflex,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (396d ago),Yes,No,No,1,396,,,,1,naukri,hiring_post,,,,,2025-04-30,naukri,https://www.naukri.com/job-listings-backend-developer-healthflex-bengaluru-8-to-13-years-300425506849,Backend Developer,https://www.naukri.com/job-listings-backend-developer-healthflex-bengaluru-8-to-13-years-300425506849,2026-05-31T14:55:17.757440+00:00
Figato Services,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (643d ago),Yes,No,No,1,643,,,,1,naukri,hiring_post,,,,,2024-08-26,naukri,https://www.naukri.com/job-listings-backend-developer-hungrs-bengaluru-5-to-10-years-260824502015,Backend Developer,https://www.naukri.com/job-listings-backend-developer-hungrs-bengaluru-5-to-10-years-260824502015,2026-05-31T14:55:17.757466+00:00
Ksna Labs,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (1191d ago),Yes,No,No,1,1191,,,,1,naukri,hiring_post,,,,,2023-02-24,naukri,https://www.naukri.com/job-listings-backend-developer-ksna-labs-bengaluru-1-to-3-years-240223502141,Backend Developer,https://www.naukri.com/job-listings-backend-developer-ksna-labs-bengaluru-1-to-3-years-240223502141,2026-05-31T14:55:17.757491+00:00
Nysha Technologies,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (556d ago),Yes,No,No,1,556,,,,1,naukri,hiring_post,,,,,2024-11-21,naukri,https://www.naukri.com/job-listings-backend-developer-nysha-technologies-bengaluru-2-to-7-years-211124507588,Backend Developer,https://www.naukri.com/job-listings-backend-developer-nysha-technologies-bengaluru-2-to-7-years-211124507588,2026-05-31T14:55:17.757516+00:00
Mypcot Infotech,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (284d ago),Yes,No,No,1,284,,,,1,naukri,hiring_post,,,,,2025-08-20,naukri,https://www.naukri.com/job-listings-backend-developer-nissi-agency-llp-bengaluru-3-to-4-years-200825501282,Backend Developer,https://www.naukri.com/job-listings-backend-developer-nissi-agency-llp-bengaluru-3-to-4-years-200825501282,2026-05-31T14:55:17.757576+00:00
Digantara,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (345d ago),Yes,No,No,1,345,,,,1,naukri,hiring_post,,,,,2025-06-20,naukri,https://www.naukri.com/job-listings-backend-developer-digantara-bengaluru-8-to-13-years-200625501747,Backend Developer,https://www.naukri.com/job-listings-backend-developer-digantara-bengaluru-8-to-13-years-200625501747,2026-05-31T14:55:17.757604+00:00
Audify Tech,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (1196d ago),Yes,No,No,1,1196,,,,1,naukri,hiring_post,,,,,2023-02-20,naukri,https://www.naukri.com/job-listings-backend-developer-audify-bengaluru-2-to-4-years-200223500210,BACKEND DEVELOPER,https://www.naukri.com/job-listings-backend-developer-audify-bengaluru-2-to-4-years-200223500210,2026-05-31T14:55:17.757630+00:00
Outnovate,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (103d ago),Yes,No,No,1,103,,,,1,naukri,hiring_post,,,,,2026-02-17,naukri,https://www.naukri.com/job-listings-backend-developer-outnovate-bengaluru-4-to-9-years-170226503938,Backend Developer,https://www.naukri.com/job-listings-backend-developer-outnovate-bengaluru-4-to-9-years-170226503938,2026-05-31T14:55:17.757656+00:00
Lithium Urban Technologies,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (865d ago),Yes,No,No,1,865,,,,1,naukri,hiring_post,,,,,2024-01-17,naukri,https://www.naukri.com/job-listings-backend-developer-lithium-urban-technologies-pvt-ltd-bengaluru-3-to-8-years-170124500281,Backend Developer,https://www.naukri.com/job-listings-backend-developer-lithium-urban-technologies-pvt-ltd-bengaluru-3-to-8-years-170124500281,2026-05-31T14:55:17.757686+00:00
Diverse Lynx,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (167d ago),Yes,No,No,1,167,,,,1,naukri,hiring_post,,,,,2025-12-15,naukri,https://www.naukri.com/job-listings-pythn-backend-developer-diverse-lynx-bengaluru-6-to-11-years-151225502315,Pythn Backend Developer,https://www.naukri.com/job-listings-pythn-backend-developer-diverse-lynx-bengaluru-6-to-11-years-151225502315,2026-05-31T14:55:17.757712+00:00
Buyhatke,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (2819d ago),Yes,No,No,1,2819,,,,1,naukri,hiring_post,,,,,2018-09-11,naukri,https://www.naukri.com/job-listings-backend-developer-buyhatke-bengaluru-1-to-5-years-110918500789,Backend Developer,https://www.naukri.com/job-listings-backend-developer-buyhatke-bengaluru-1-to-5-years-110918500789,2026-05-31T14:55:17.757739+00:00
Procuzy,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (996d ago),Yes,No,No,1,996,,,,1,naukri,hiring_post,,,,,2023-09-08,naukri,https://www.naukri.com/job-listings-backend-developer-procuzy-bengaluru-2-to-5-years-080923501311,Backend Developer,https://www.naukri.com/job-listings-backend-developer-procuzy-bengaluru-2-to-5-years-080923501311,2026-05-31T14:55:17.757769+00:00
Firstsense Technology,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (661d ago),Yes,No,No,1,661,,,,1,naukri,hiring_post,,,,,2024-08-08,naukri,https://www.naukri.com/job-listings-backend-developer-first-sense-technology-bengaluru-1-to-3-years-080824500188,Backend Developer,https://www.naukri.com/job-listings-backend-developer-first-sense-technology-bengaluru-1-to-3-years-080824500188,2026-05-31T14:55:17.757794+00:00
IDESLABS,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (906d ago),Yes,No,No,1,906,,,,1,naukri,hiring_post,,,,,2023-12-06,naukri,https://www.naukri.com/job-listings-backend-developer-ideslabs-private-limited-bengaluru-3-to-7-years-061223502046,BackEnd Developer,https://www.naukri.com/job-listings-backend-developer-ideslabs-private-limited-bengaluru-3-to-7-years-061223502046,2026-05-31T14:55:17.757825+00:00
Talkinglands,,Bengaluru,,,recruitment,0,No,Hiring 1 role(s) (510d ago),Yes,No,No,1,510,,,,1,naukri,hiring_post,,,,,2025-01-06,naukri,https://www.naukri.com/job-listings-backend-developer-talkinglands-bengaluru-5-to-10-years-060125503736,Backend Developer,https://www.naukri.com/job-listings-backend-developer-talkinglands-bengaluru-5-to-10-years-060125503736,2026-05-31T14:55:17.757850+00:00
Acetrot,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (660d ago),Yes,No,No,1,660,,,,1,naukri,hiring_post,,,,,2024-08-09,naukri,https://www.naukri.com/job-listings-backend-developer-acetrot-mumbai-0-to-2-years-090824502206,Backend Developer,https://www.naukri.com/job-listings-backend-developer-acetrot-mumbai-0-to-2-years-090824502206,2026-05-31T14:55:17.758121+00:00
Lexlegis,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (167d ago),Yes,No,No,1,167,,,,1,naukri,hiring_post,,,,,2025-12-15,naukri,https://www.naukri.com/job-listings-mid-level-hr-tech-backend-developer-lexlegis-mumbai-4-to-6-years-151225501876,Mid-Level HR Tech Backend Developer,https://www.naukri.com/job-listings-mid-level-hr-tech-backend-developer-lexlegis-mumbai-4-to-6-years-151225501876,2026-05-31T14:55:17.758179+00:00
Bondsindia,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (167d ago),Yes,No,No,1,167,,,,1,naukri,hiring_post,,,,,2025-12-15,naukri,https://www.naukri.com/job-listings-backend-developer-bondsindia-mumbai-1-to-2-years-151225501424,Backend Developer,https://www.naukri.com/job-listings-backend-developer-bondsindia-mumbai-1-to-2-years-151225501424,2026-05-31T14:55:17.758206+00:00
Lastlocal,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (2252d ago),Yes,No,No,1,2252,,,,1,naukri,hiring_post,,,,,2020-03-30,naukri,https://www.naukri.com/job-listings-backend-developer-lastlocal-mumbai-2-to-7-years-300320501933,Backend Developer,https://www.naukri.com/job-listings-backend-developer-lastlocal-mumbai-2-to-7-years-300320501933,2026-05-31T14:55:17.758232+00:00
Planet Marathi,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (571d ago),Yes,No,No,1,571,,,,1,naukri,hiring_post,,,,,2024-11-06,naukri,https://www.naukri.com/job-listings-backend-developer-planet-marathi-mumbai-8-to-10-years-061124500728,Backend Developer,https://www.naukri.com/job-listings-backend-developer-planet-marathi-mumbai-8-to-10-years-061124500728,2026-05-31T14:55:17.758257+00:00
Itech-mentor,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (1045d ago),Yes,No,No,1,1045,,,,1,naukri,hiring_post,,,,,2023-07-21,naukri,https://www.naukri.com/job-listings-backend-developer-itechmentor-mumbai-1-to-2-years-210723502143,Backend Developer,https://www.naukri.com/job-listings-backend-developer-itechmentor-mumbai-1-to-2-years-210723502143,2026-05-31T14:55:17.758416+00:00
Billeasy E - Solutions,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (710d ago),Yes,No,No,1,710,,,,1,naukri,hiring_post,,,,,2024-06-20,naukri,https://www.naukri.com/job-listings-backend-developer-billeasy-mumbai-1-to-3-years-200624501402,Backend Developer,https://www.naukri.com/job-listings-backend-developer-billeasy-mumbai-1-to-3-years-200624501402,2026-05-31T14:55:17.758489+00:00
Styilit,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (440d ago),Yes,No,No,1,440,,,,1,naukri,hiring_post,,,,,2025-03-17,naukri,https://www.naukri.com/job-listings-frontend-backend-developer-styilit-mumbai-1-to-3-years-170325500898,Frontend & Backend Developer,https://www.naukri.com/job-listings-frontend-backend-developer-styilit-mumbai-1-to-3-years-170325500898,2026-05-31T14:55:17.758531+00:00
Nelito System,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (258d ago),Yes,No,No,1,258,,,,1,naukri,hiring_post,,,,,2025-09-15,naukri,https://www.naukri.com/job-listings-backend-developer-nelito-systems-ltd-mumbai-2-to-5-years-150925501788,Backend Developer,https://www.naukri.com/job-listings-backend-developer-nelito-systems-ltd-mumbai-2-to-5-years-150925501788,2026-05-31T14:55:17.758563+00:00
Synergics Solutions,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (634d ago),Yes,No,No,1,634,,,,1,naukri,hiring_post,,,,,2024-09-04,naukri,https://www.naukri.com/job-listings-backend-developer-synergics-solutions-private-limited-mumbai-3-to-5-years-040924501026,Backend Developer,https://www.naukri.com/job-listings-backend-developer-synergics-solutions-private-limited-mumbai-3-to-5-years-040924501026,2026-05-31T14:55:17.758591+00:00
Datagain,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (580d ago),Yes,No,No,1,580,,,,1,naukri,hiring_post,,,,,2024-10-28,naukri,https://www.naukri.com/job-listings-backend-developer-datagain-services-mumbai-5-to-10-years-281024502213,Backend Developer,https://www.naukri.com/job-listings-backend-developer-datagain-services-mumbai-5-to-10-years-281024502213,2026-05-31T14:55:17.758619+00:00
Edulab Inc,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (74d ago),Yes,No,No,1,74,,,,1,naukri,hiring_post,,,,,2026-03-18,naukri,https://www.naukri.com/job-listings-backend-developer-edulab-mumbai-2-to-3-years-180326500472,Backend Developer,https://www.naukri.com/job-listings-backend-developer-edulab-mumbai-2-to-3-years-180326500472,2026-05-31T14:55:17.758697+00:00
Mindspace Technologies,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (324d ago),Yes,No,No,1,324,,,,1,naukri,hiring_post,,,,,2025-07-11,naukri,https://www.naukri.com/job-listings-backend-developer-mindspace-technologies-mumbai-1-to-6-years-110725502151,Backend Developer,https://www.naukri.com/job-listings-backend-developer-mindspace-technologies-mumbai-1-to-6-years-110725502151,2026-05-31T14:55:17.758726+00:00
AMK Group,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (970d ago),Yes,No,No,1,970,,,,1,naukri,hiring_post,,,,,2023-10-04,naukri,https://www.naukri.com/job-listings-backend-developer-amk-group-mumbai-1-to-4-years-041023500209,Backend Developer,https://www.naukri.com/job-listings-backend-developer-amk-group-mumbai-1-to-4-years-041023500209,2026-05-31T14:55:17.758753+00:00
Acme Services,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (1194d ago),Yes,No,No,1,1194,,,,1,naukri,hiring_post,,,,,2023-02-21,naukri,https://www.naukri.com/job-listings-backend-developer-acme-services-mumbai-1-to-4-years-210223501781,Backend Developer,https://www.naukri.com/job-listings-backend-developer-acme-services-mumbai-1-to-4-years-210223501781,2026-05-31T14:55:17.758818+00:00
Shertech,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (332d ago),Yes,No,No,1,332,,,,1,naukri,hiring_post,,,,,2025-07-03,naukri,https://www.naukri.com/job-listings-developer-backend-node-shertech-information-services-mumbai-4-to-9-years-030725504941,Developer - Backend ( Node ),https://www.naukri.com/job-listings-developer-backend-node-shertech-information-services-mumbai-4-to-9-years-030725504941,2026-05-31T14:55:17.758846+00:00
Fresha,,Mumbai,,,recruitment,0,No,Hiring 1 role(s) (471d ago),Yes,No,No,1,471,,,,1,naukri,hiring_post,,,,,2025-02-14,naukri,https://www.naukri.com/job-listings-backend-and-frontend-developer-fresha-mumbai-1-to-3-years-140225500854,Backend and Frontend Developer,https://www.naukri.com/job-listings-backend-and-frontend-developer-fresha-mumbai-1-to-3-years-140225500854,2026-05-31T14:55:17.758871+00:00
Humanetics Innovative,,"Mumbai, Kolkata, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",,,recruitment,0,No,Hiring 1 role(s) (865d ago),Yes,No,No,1,865,,,,1,naukri,hiring_post,,,,,2024-01-17,naukri,https://www.naukri.com/job-listings-software-engineer-backend-developer-humanetics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-170124502018,Software Engineer (Backend Developer),https://www.naukri.com/job-listings-software-engineer-backend-developer-humanetics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-3-years-170124502018,2026-05-31T14:55:17.758939+00:00
